name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c	WT_Fluco30_a	WT_Fluco30_b	WT_Fluco30_c	WT_Gal30_a	WT_Gal30_b	WT_Gal30_c	WT_SDS30_a	WT_SDS30_b	WT_SDS30_c	WT_RPMI30_a	WT_RPMI30_b	WT_RPMI30_c	WT_RPMImacro30_a	WT_RPMImacro30_b	WT_RPMImacro30_c
CNAG_05921_1	1219816	1219811	6	-	utr3E	17	21	26	7	1	2	0	0	0	13	8	9	6	2	8	0	0	0	3	1	3	6	3	4	11	12	11
CNAG_05921_2	1219935	1219914	22	-	utr3E	22	23	20	27	5	10	16	23	19	21	15	17	13	21	13	5	12	10	9	6	31	34	26	31	31	25	29
CNAG_05921_3	1220010	1220010	1	-	utr3E	3	6	5	0	0	0	0	0	0	11	7	6	0	0	0	0	0	0	0	0	0	1	1	1	1	3	1
CNAG_05921_4	1222461	1222459	3	-	utr5E	9	14	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05924_1	1228226	1228226	1	-	utr3E	1	4	4	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	1	6	3
CNAG_05925_1	1230987	1230985	3	-	utr3E	39	56	50	30	9	13	8	11	7	19	25	24	13	13	14	8	11	6	11	15	30	0	0	0	16	13	8
CNAG_05929_1	1237661	1237657	5	-	utr3E	0	0	0	0	0	0	0	0	0	1	2	2	1	1	1	3	4	2	0	0	0	0	0	0	1	3	1
CNAG_05929_2	1237870	1237870	1	-	utr3E	3	3	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05929_3	1238201	1238201	1	-	utr3E	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2
CNAG_05929_4	1238330	1238330	1	-	utr3E	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05929_5	1238363	1238342	22	-	utr3E	3	6	4	7	1	8	8	11	8	0	0	0	15	18	21	17	23	12	14	7	22	26	9	56	45	63	24
CNAG_05930_1	1241513	1241513	1	-	utr3E	4	10	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_05930_2	1241679	1241679	1	-	cdsI	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05930_3	1242386	1242386	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
CNAG_05930_4	1243708	1243708	1	-	cdsI	3	5	3	3	2	1	0	0	0	0	0	0	1	3	8	0	0	0	0	0	0	0	0	0	8	9	5
CNAG_05930_5	1245195	1245195	1	-	cdsE	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05930_6	1245295	1245295	1	-	utr5E	3	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05933_1	1250172	1250106	67	-	utr3E	812	1220	694	307	65	180	85	130	88	469	503	463	102	194	234	78	139	58	110	98	275	61	62	51	110	117	92
CNAG_05936_1	1256510	1256500	11	-	utr3E	42	74	47	83	48	84	19	46	34	15	10	12	34	49	69	33	55	24	53	49	90	8	11	19	27	31	17
CNAG_05937_1	1262266	1262266	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05937_2	1262386	1262372	15	-	utr3E	5	17	8	0	0	0	0	0	0	8	2	2	0	0	0	0	0	0	0	0	0	14	4	13	8	11	13
CNAG_05937_3	1262459	1262455	5	-	utr3E	12	19	27	0	0	0	3	3	1	9	13	14	0	0	0	0	0	0	4	3	5	10	6	13	6	5	6
CNAG_05937_4	1262879	1262873	7	-	cdsE	0	0	0	5	3	7	5	1	3	0	0	0	10	7	9	3	5	4	4	4	12	11	13	10	5	5	10
CNAG_05937_5	1262879	1262879	1	-	cdsE	0	0	0	5	3	7	5	1	3	0	0	0	10	7	9	3	5	4	4	4	12	0	0	0	5	5	10
CNAG_05939_1	1266479	1266460	20	-	utr3E	12	10	7	19	6	6	17	23	33	33	46	33	7	3	10	14	17	9	5	2	3	11	6	18	28	37	23
CNAG_05939_2	1266737	1266719	19	-	utr3E	177	161	89	53	7	17	116	163	112	981	1216	1159	21	32	18	87	129	66	6	9	13	318	305	348	15	26	32
CNAG_05962_1	1342971	1342955	17	-	utr3E	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_05962_2	1343903	1343903	1	-	cdsE	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05964_1	1347932	1347932	1	-	utr3E	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	1	4	1
CNAG_05967_1	1353485	1353453	33	-	utr3E	37	53	30	9	1	8	5	6	5	3	7	8	6	6	16	7	11	3	8	14	14	0	0	0	7	5	6
CNAG_05967_2	1353622	1353616	7	-	cdsE	9	14	6	1	1	3	1	1	1	1	3	2	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
CNAG_05969_1	1356010	1355997	14	-	utr3E	57	83	57	40	13	21	12	22	10	81	86	72	17	10	24	11	14	7	15	11	26	6	8	14	15	23	12
CNAG_05971_1	1362359	1362358	2	-	utr3E	7	12	8	0	0	0	0	0	0	5	3	10	1	1	3	0	0	0	0	0	0	0	0	0	1	2	4
CNAG_05976_1	1374957	1374947	11	-	utr3E	154	222	180	123	40	72	12	27	9	20	26	20	45	61	67	13	28	12	71	54	128	54	34	74	45	58	27
CNAG_05976_2	1375096	1375093	4	-	cdsE	32	49	35	34	12	26	5	6	5	30	20	13	3	13	16	3	7	6	13	13	25	12	12	20	16	23	19
CNAG_05976_3	1376668	1376667	2	-	cdsE	36	51	23	19	5	8	3	7	5	10	13	4	8	6	12	0	0	0	12	4	12	14	3	5	5	7	2
CNAG_05978_1	1385306	1385299	8	-	utr3E	616	894	580	271	65	179	42	47	39	165	142	136	111	147	192	38	45	19	106	77	264	15	11	28	70	107	66
CNAG_05980_1	1390739	1390739	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	1	2	0	0	0	0	0	0	0	0	0
CNAG_05980_2	1391403	1391395	9	-	utr3E	391	527	312	167	39	104	17	32	16	79	94	97	44	67	97	16	18	6	54	35	126	8	1	13	25	68	45
CNAG_06522_1	3132	3131	2	-	cdsI	17	25	24	5	2	5	4	4	3	10	6	14	8	3	2	1	6	4	5	1	6	0	0	0	4	7	3
CNAG_06525_1	12352	12352	1	-	utr5E	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06527_1	15919	15919	1	-	utr3E	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	5	11	10
CNAG_06527_2	16098	16098	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_06529_1	20846	20795	52	-	utr3E	12	27	10	2	1	1	6	4	4	14	13	17	4	12	7	1	2	1	5	1	4	7	6	4	10	14	10
CNAG_06532_1	29754	29731	24	-	utr3E	61	93	52	13	6	17	14	24	14	21	21	17	13	16	24	9	17	3	7	13	37	4	3	7	10	23	9
CNAG_06532_2	30906	30905	2	-	cdsE	12	26	24	2	1	1	0	0	0	8	10	7	5	5	4	2	2	1	3	2	3	2	1	1	5	14	6
CNAG_06537_1	47509	47509	1	-	utr3E	2	6	4	3	1	2	3	2	2	4	2	2	0	0	0	0	0	0	3	1	2	0	0	0	3	2	3
CNAG_06538_1	50197	50165	33	-	utr3E	0	0	0	31	11	25	11	11	12	16	15	12	10	9	24	4	12	3	18	30	36	34	14	26	22	53	32
CNAG_06539_1	54548	54543	6	-	utr5E	5	3	4	0	0	0	3	5	1	4	1	2	1	2	1	1	2	1	4	3	3	0	0	0	2	4	2
CNAG_06540_1	55099	55096	4	-	utr3E	13	19	6	1	1	2	2	2	2	12	15	8	2	2	4	3	3	1	0	0	0	0	0	0	25	35	15
CNAG_06540_2	55099	55099	1	-	utr3E	0	0	0	1	1	2	0	0	0	0	0	0	2	2	4	3	3	1	0	0	0	0	0	0	0	0	0
CNAG_06541_1	58444	58430	15	-	utr3E	283	476	198	41	12	18	64	88	53	69	92	134	30	63	63	29	31	21	31	34	73	257	173	201	80	91	51
CNAG_06541_2	60040	60039	2	-	cdsE	1	2	1	1	1	1	0	0	0	0	0	0	7	6	6	0	0	0	2	2	6	0	0	0	3	1	2
CNAG_06542_1	61610	61602	9	-	utr3E	0	0	0	7	2	10	1	1	2	0	0	0	4	5	4	0	0	0	2	2	5	3	1	2	10	15	6
CNAG_06542_2	63132	63126	7	-	utr3E	83	116	84	19	5	17	5	7	9	23	26	30	10	15	13	5	5	2	9	11	25	1	3	2	7	6	3
CNAG_06542_3	63235	63228	8	-	utr3E	21	19	16	0	0	0	3	2	1	6	16	10	2	9	5	0	0	0	1	2	6	0	0	0	1	4	4
CNAG_06542_4	63235	63235	1	-	utr3E	0	0	0	0	0	0	3	2	1	0	0	0	2	9	5	0	0	0	1	2	6	0	0	0	1	4	4
CNAG_06543_1	66670	66664	7	-	utr3E	121	224	119	208	41	100	38	40	49	36	31	31	83	93	118	26	46	19	71	76	233	10	7	18	47	57	45
CNAG_06543_2	66932	66882	51	-	cdsE	53	89	62	27	13	20	10	11	8	26	30	25	6	10	20	1	3	2	7	8	26	2	2	1	3	2	5
CNAG_06544_1	68878	68857	22	-	utr3E	262	414	256	213	69	133	71	81	75	19	40	44	130	210	237	41	59	36	137	112	277	169	99	144	208	202	137
CNAG_06544_2	68999	68996	4	-	utr3E	6	17	15	5	2	3	0	0	0	3	6	5	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_06545_1	71037	70956	82	-	utr3E	274	426	311	143	37	91	20	23	30	92	72	68	38	55	69	9	18	4	43	27	101	0	0	0	16	34	15
CNAG_06545_2	71111	71111	1	-	utr3E	5	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06546_1	75472	75472	1	-	utr5E	3	5	3	0	0	0	0	0	0	1	3	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06549_1	82275	82242	34	-	utr3E	12	20	9	36	21	33	10	18	11	3	2	4	26	15	24	11	18	8	21	23	39	2	1	3	22	33	15
CNAG_06551_1	91724	91696	29	-	utr3E	10	11	8	2	3	3	1	1	4	9	10	2	5	4	4	5	11	4	2	1	4	41	19	46	98	119	78
CNAG_06551_2	91912	91912	1	-	cdsE	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06551_3	94391	94391	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	5	3	1	3	2	1
CNAG_06552_1	95039	95029	11	-	utr3E	72	113	79	58	13	39	21	32	24	37	70	46	39	37	64	13	22	19	34	20	65	17	10	19	43	64	32
CNAG_06552_2	95118	95107	12	-	utr3E	75	105	58	23	5	12	8	6	9	33	33	39	10	12	29	11	17	4	7	5	30	6	3	8	11	14	7
CNAG_06552_3	95118	95118	1	-	utr3E	0	0	0	23	5	12	8	6	9	33	33	39	10	12	29	11	17	4	7	5	30	6	3	8	11	14	7
CNAG_06554_1	101211	101204	8	-	utr3E	24	45	22	0	0	0	0	0	0	18	12	10	1	2	4	0	0	0	0	0	0	0	0	0	11	11	12
CNAG_06554_2	101211	101211	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06556_1	105879	105879	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
CNAG_06556_2	106065	106043	23	-	utr3E	0	0	0	0	0	0	7	4	5	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	3	1	3
CNAG_06556_3	107718	107691	28	-	utr5E	16	15	15	0	0	0	0	0	0	1	1	3	5	2	5	1	1	2	3	2	2	0	0	0	7	1	2
CNAG_06559_1	113238	113237	2	-	utr3E	25	51	16	16	1	9	10	11	6	7	10	9	9	11	15	0	0	0	7	1	20	81	46	54	15	20	18
CNAG_06559_2	113605	113602	4	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	2	7	6
CNAG_06563_1	124108	124095	14	-	utr3E	1035	1449	886	466	105	264	67	94	52	356	413	372	137	164	203	47	75	22	123	113	313	40	25	56	87	180	96
CNAG_06565_1	132635	132535	101	-	utr3E	0	0	0	37	14	26	3	3	4	11	12	14	23	23	34	0	0	0	11	9	27	1	1	3	1	4	1
CNAG_06565_2	132693	132693	1	-	cdsE	0	0	0	0	0	0	0	0	0	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06567_1	135833	135809	25	-	utr3E	13	12	12	0	0	0	3	5	3	4	8	4	1	2	6	0	0	0	3	3	8	3	3	11	2	5	4
CNAG_06567_2	135833	135833	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	0	0	0	0	0	0	3	3	11	2	5	4
CNAG_06567_3	137454	137454	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1
CNAG_06567_4	137792	137790	3	-	utr5E	4	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	4	4	11	4
CNAG_06567_5	137949	137949	1	-	utr5I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	3	0	0	0
CNAG_06568_1	138884	138833	52	-	utr3E	87	133	136	66	22	30	48	58	45	38	33	36	49	43	78	95	144	68	29	43	111	76	86	179	48	51	52
CNAG_06569_1	146411	146383	29	-	utr3E	23	37	33	24	8	19	13	14	12	15	24	16	16	9	29	4	10	4	12	9	21	0	0	0	19	44	26
CNAG_06569_2	146552	146552	1	-	utr3E	9	12	16	0	0	0	2	2	3	4	5	6	9	5	6	4	5	1	4	3	8	0	0	0	6	5	5
CNAG_06574_1	163076	163023	54	-	utr3E	249	333	235	336	86	163	272	337	293	536	679	699	167	160	179	309	396	184	99	67	181	395	403	412	870	931	466
CNAG_06576_1	170332	170201	132	-	utr3E	2379	2720	1202	921	272	495	1085	1366	1174	2245	2552	2347	641	844	1006	1047	1378	668	679	474	1459	868	766	1154	560	988	784
CNAG_06584_1	190116	190093	24	-	utr3E	0	0	0	3	1	4	3	5	9	0	0	0	2	2	6	5	8	2	5	5	4	0	0	0	5	7	3
CNAG_06584_2	190116	190116	1	-	utr3E	0	0	0	3	1	4	3	5	9	0	0	0	2	2	6	5	8	2	0	0	0	0	0	0	5	7	3
CNAG_06587_1	200760	200760	1	-	utr3E	9	13	6	3	1	1	0	0	0	4	6	8	3	1	3	0	0	0	3	1	5	0	0	0	1	2	1
CNAG_06589_1	206343	206294	50	-	utr3E	0	0	0	13	2	10	9	8	14	0	0	0	5	9	11	5	14	6	4	5	16	0	0	0	10	17	24
CNAG_06589_2	207002	207001	2	-	utr5E	2	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	1	1	3
CNAG_06594_1	223262	223209	54	-	utr3E	0	0	0	109	39	55	48	52	52	0	0	0	90	90	137	39	59	29	114	75	206	35	19	51	50	73	46
CNAG_06599_1	232602	232594	9	-	utr3E	28	43	22	44	18	36	8	12	9	3	7	5	17	23	40	13	10	2	15	17	49	0	0	0	19	21	22
CNAG_06604_1	248540	248528	13	-	utr3E	54	83	55	63	20	36	13	25	16	16	16	12	40	26	40	16	17	5	33	23	78	0	0	0	11	19	12
CNAG_06604_2	249581	249581	1	-	cdsE	16	12	18	0	0	0	0	0	0	7	9	7	5	2	6	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06605_1	251256	251182	75	-	utr3E	5841	9051	5709	2249	601	1406	137	216	156	335	420	413	1002	1396	1635	85	148	60	1056	774	2238	206	154	269	783	1165	523
CNAG_06605_2	252178	252178	1	-	cdsE	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06609_1	267143	267143	1	-	cdsI	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06610_1	269755	269755	1	-	utr3E	3	4	1	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06610_2	269758	269758	1	-	utr3E	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4
CNAG_06611_1	273090	273088	3	-	utr3E	0	0	0	241	52	162	44	35	31	50	63	49	49	90	86	29	35	21	58	61	152	63	55	120	76	140	100
CNAG_06612_1	278785	278748	38	-	utr3E	0	0	0	7	2	3	13	14	18	33	24	33	16	28	28	7	14	9	21	14	35	34	24	33	21	25	14
CNAG_06617_1	289170	289163	8	-	utr3E	1	2	1	14	7	8	7	8	11	3	1	2	9	3	14	6	13	7	4	5	5	0	0	0	10	17	15
CNAG_06617_2	290683	290683	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06621_1	302068	301974	95	-	utr3E	658	957	682	189	45	110	64	85	51	228	269	209	104	125	185	41	45	21	80	69	195	42	43	104	69	149	79
CNAG_06625_1	310577	310531	47	-	utr3E	59	98	50	51	11	26	17	19	18	20	19	33	31	26	45	8	19	12	21	19	41	20	10	20	29	37	27
CNAG_06627_1	315138	315130	9	-	utr3E	48	75	57	46	13	34	11	12	8	26	27	20	16	17	33	6	17	6	16	11	44	7	8	13	21	31	26
CNAG_06627_2	315244	315242	3	-	cdsE	5	2	4	0	0	0	0	0	0	3	4	4	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_06628_1	319229	319223	7	-	utr3E	68	106	57	24	8	10	9	14	11	17	15	16	16	24	28	11	29	8	22	31	62	66	54	112	173	279	148
CNAG_06629_1	323318	323309	10	-	cdsE	7	8	9	11	3	7	8	7	6	3	8	13	0	0	0	4	3	3	5	8	11	11	6	16	4	6	5
CNAG_06630_1	324618	324610	9	-	utr3E	320	581	367	282	68	134	50	66	42	182	184	160	92	104	134	30	42	22	92	73	206	66	67	88	79	109	82
CNAG_06632_1	329188	329167	22	-	utr3E	60	84	65	14	3	9	32	45	22	36	46	47	6	9	6	15	24	20	4	2	9	11	10	4	21	30	17
CNAG_06632_2	329188	329188	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	6	9	6	0	0	0	4	2	9	0	0	0	0	0	0
CNAG_06632_3	329275	329275	1	-	utr3E	1	1	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06633_1	334129	333915	215	-	utr3E	25331	43497	35789	18692	3904	10147	1205	1527	1074	3232	3813	3650	6256	6710	9028	789	1073	469	5854	3776	11466	1197	779	1536	4504	6456	3207
CNAG_06634_1	335635	335624	12	-	utr3E	15	18	20	20	8	13	4	10	4	4	8	8	12	8	11	6	6	4	9	7	15	0	0	0	17	19	22
CNAG_06637_1	344579	344579	1	-	utr3E	30	66	30	21	4	17	10	11	5	9	14	19	7	13	12	4	7	4	10	9	31	0	0	0	3	6	4
CNAG_06637_2	346595	346591	5	-	cdsE	5	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06638_1	347766	347762	5	-	utr3E	546	853	401	133	46	87	17	30	21	92	115	110	52	91	113	19	22	11	56	64	160	50	22	72	42	71	68
CNAG_06638_2	348702	348702	1	-	cdsE	3	10	7	5	3	6	2	1	1	4	2	3	0	0	0	0	0	0	0	0	0	2	2	4	2	1	3
CNAG_06639_1	351364	351325	40	-	utr3E	315	419	270	245	64	129	51	66	45	261	284	195	92	94	147	40	56	34	60	57	184	52	33	78	94	137	93
CNAG_06641_1	359137	359125	13	-	utr3E	135	251	171	180	51	122	20	33	35	69	68	70	54	53	81	18	46	21	47	38	120	21	22	29	51	77	57
CNAG_06641_2	359267	359255	13	-	cdsE	24	45	28	41	10	22	0	0	0	27	43	26	3	2	2	1	3	3	10	3	8	7	5	7	9	9	5
CNAG_06644_1	372247	372238	10	-	utr3E	95	164	93	84	32	66	140	201	153	50	59	71	133	183	256	150	159	83	58	61	147	88	73	67	83	106	46
CNAG_06646_1	377101	377056	46	-	utr3E	2298	2785	1670	1148	242	638	307	437	267	1275	1457	1205	501	611	771	218	305	135	378	332	995	621	570	735	516	847	470
CNAG_06649_1	384503	384497	7	-	utr3E	35	76	35	6	5	10	2	6	2	11	20	20	3	3	10	2	4	3	3	8	8	0	0	0	3	8	4
CNAG_06650_1	386541	386541	1	-	utr3E	8	7	11	21	2	2	1	5	2	8	8	3	4	3	5	7	2	1	7	5	20	0	0	0	4	13	8
CNAG_06650_2	386811	386811	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06650_3	386814	386814	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2
CNAG_06652_1	390820	390820	1	-	utr3E	8	7	8	2	1	1	1	3	3	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	2	4	1
CNAG_06652_2	390884	390884	1	-	utr3E	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06655_1	395619	395616	4	-	utr3E	8	13	5	0	0	0	1	2	2	1	1	4	0	0	0	0	0	0	1	1	1	0	0	0	1	3	1
CNAG_06657_1	398876	398876	1	-	utr3E	16	15	20	6	3	1	1	4	2	8	12	12	1	4	7	3	1	2	5	2	5	1	3	2	4	7	4
CNAG_06659_1	403333	403241	93	-	utr3E	21	32	18	5	2	3	2	2	3	4	5	9	3	4	8	2	1	2	2	2	6	0	0	0	6	3	1
CNAG_06660_1	405875	405874	2	-	utr3E	6	9	5	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	2	6	3	0	0	0	0	0	0
CNAG_06664_1	416114	416093	22	-	utr3E	72	124	83	70	23	40	33	48	30	75	77	63	52	66	79	27	37	14	27	25	85	40	30	59	72	110	65
CNAG_06664_2	416232	416225	8	-	cdsE	15	17	9	5	2	4	3	3	2	1	2	4	0	0	0	0	0	0	2	1	1	1	1	1	4	1	3
CNAG_06667_1	425582	425579	4	-	utr3E	8	12	3	4	3	1	6	4	3	0	0	0	2	1	4	0	0	0	3	2	9	0	0	0	5	11	4
CNAG_06667_2	425582	425582	1	-	utr3E	0	0	0	4	3	1	0	0	0	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06668_1	427799	427766	34	-	utr3E	240	309	108	92	11	27	24	51	28	287	300	273	55	58	53	41	50	29	24	19	54	43	35	24	21	34	49
CNAG_06668_2	427852	427851	2	-	utr3E	9	19	7	30	3	7	4	3	6	16	23	13	10	8	11	2	2	2	1	4	12	1	3	5	2	7	9
CNAG_06668_3	428494	428465	30	-	cdsE	109	122	43	9	2	1	4	6	6	218	195	196	4	6	4	4	14	2	3	3	9	12	9	6	15	14	13
CNAG_06670_1	430493	430485	9	-	utr3E	95	145	85	200	39	99	46	47	57	85	75	61	113	111	149	55	62	16	65	67	174	43	35	63	97	131	104
CNAG_06670_2	431272	431199	74	-	cdsE	57	80	36	21	8	20	2	10	6	36	32	29	9	17	36	8	15	9	20	17	36	8	5	5	18	31	20
CNAG_06674_1	441930	441923	8	-	utr3E	5	5	3	3	1	2	0	0	0	0	0	0	1	1	2	1	1	2	4	6	8	0	0	0	1	2	1
CNAG_06676_1	452274	452274	1	-	utr3E	13	25	16	6	1	6	0	0	0	8	14	7	4	3	7	0	0	0	1	3	8	0	0	0	2	2	1
CNAG_06676_2	452878	452878	1	-	cdsE	1	3	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
CNAG_06676_3	452882	452882	1	-	cdsE	0	0	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06678_1	456264	456260	5	-	utr3E	25	24	18	26	7	11	15	20	12	5	4	8	20	18	33	16	14	8	18	9	43	0	0	0	14	21	10
CNAG_06678_2	456485	456475	11	-	utr3E	5	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06680_1	461708	461665	44	-	utr3E	86	155	120	61	15	51	19	25	24	124	93	77	39	37	55	23	28	16	24	16	70	2	1	1	43	117	48
CNAG_06683_1	475797	475707	91	-	utr3E	37	73	30	29	10	16	1	1	1	25	23	27	6	8	6	6	2	5	7	15	33	0	0	0	3	9	4
CNAG_06683_2	479908	479861	48	-	cdsE	170	206	103	59	18	39	19	22	18	104	108	93	27	37	45	9	28	13	16	16	49	2	1	1	8	39	13
CNAG_06683_3	480227	480203	25	-	cdsE	30	50	18	8	6	4	2	1	2	28	20	19	6	2	9	2	1	3	2	3	7	0	0	0	2	1	1
CNAG_06685_1	482833	482771	63	-	cdsE	61	79	59	60	11	35	9	20	11	72	46	53	11	15	28	12	15	9	18	13	53	6	5	10	14	30	13
CNAG_06685_2	483141	483141	1	-	cdsE	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06687_1	488017	487936	82	-	utr3E	0	0	0	45	8	35	11	9	8	19	8	9	16	21	42	6	5	2	16	7	33	0	0	0	11	9	12
CNAG_06689_1	496979	496977	3	-	utr3E	33	49	28	14	3	3	1	1	1	3	9	3	2	5	9	0	0	0	2	4	7	0	0	0	3	2	1
CNAG_06691_1	501682	501662	21	-	utr3E	79	129	76	40	8	25	13	18	14	37	56	39	19	25	32	15	23	14	18	11	50	15	8	18	16	32	15
CNAG_06691_2	503914	503914	1	-	cdsE	10	22	7	0	0	0	4	2	7	8	8	6	2	3	8	3	2	1	2	3	7	5	2	4	2	2	5
CNAG_06693_1	506358	506353	6	-	utr3E	1	3	1	5	4	2	18	22	11	3	3	8	3	8	9	8	7	3	1	1	2	42	30	38	18	46	19
CNAG_06695_1	508963	508963	1	-	utr3E	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06698_1	519623	519536	88	-	utr3E	146	223	176	42	11	18	18	16	15	84	107	70	29	35	43	12	17	8	50	27	88	125	66	81	88	132	71
CNAG_06698_2	521272	521272	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07188_1	1310026	1310011	16	-	utr3E	0	0	0	0	0	0	0	0	0	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07188_2	1312713	1312712	2	-	cdsE	5	9	5	3	2	3	3	6	2	10	14	8	0	0	0	0	0	0	0	0	0	1	3	1	1	3	2
