name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c
CNAG_04898_2	84474	84474	1	-	utr5E	4	3	2	0	0	0	0	0	0	0	0	0
CNAG_04898_3	84567	84526	42	-	utr5E	3	3	5	0	0	0	1	1	3	0	0	0
CNAG_04898_4	84859	84848	12	-	utr5E	0	0	0	0	0	0	5	2	2	0	0	0
CNAG_04900_1	79208	79131	78	-	utr5E	619	761	689	443	350	399	725	601	590	413	253	272
CNAG_04902_1	73212	73095	118	-	cdsE	0	0	0	5	6	5	17	17	11	67	35	52
CNAG_04902_2	73288	73271	18	-	cdsE	0	0	0	0	0	0	2	1	2	31	6	16
CNAG_04902_3	75859	75815	45	-	utr5E	100	120	102	57	38	32	45	49	56	55	27	28
CNAG_04906_1	61307	61156	152	-	utr5E	470	587	455	476	316	358	226	240	205	311	196	280
CNAG_04909_1	48277	48275	3	-	utr3E	0	0	0	0	0	0	0	0	0	24	5	3
CNAG_04909_2	51233	51233	1	-	cdsE	0	0	0	2	1	3	0	0	0	0	0	0
CNAG_04909_3	51372	51326	47	-	utr5E	11	11	5	3	4	4	1	1	1	1	1	2
CNAG_04909_4	51643	51578	66	-	utr5E	7	9	10	14	5	5	2	6	6	26	23	24
CNAG_04911_1	44041	44041	1	-	cdsE	0	0	0	1	2	2	0	0	0	0	0	0
CNAG_04911_2	44190	44055	136	-	cdsE	0	0	0	0	0	0	7	4	6	68	31	37
CNAG_04911_3	45635	45635	1	-	cdsE	0	0	0	1	4	3	0	0	0	0	0	0
CNAG_04911_4	46412	46337	76	-	utr5E	16	13	14	14	10	12	168	126	151	39	24	18
CNAG_04914_1	39749	39722	28	-	utr3E	0	0	0	7	8	3	35	47	44	49	22	32
CNAG_04914_2	40405	40374	32	-	utr5E	146	223	258	179	89	124	92	101	91	133	69	114
CNAG_04916_1	35643	35642	2	-	cdsE	0	0	0	4	2	3	0	0	0	0	0	0
CNAG_04921_1	16637	16401	237	-	cdsE	5	6	3	14	24	15	55	57	36	81	50	61
CNAG_04921_2	17038	17017	22	-	cdsE	4	3	3	8	6	4	6	4	3	0	0	0
CNAG_04921_3	17433	17411	23	-	cdsE	4	8	6	1	1	1	0	0	0	0	0	0
CNAG_04921_4	17825	17724	102	-	cdsE	0	0	0	35	44	34	29	16	22	125	48	59
CNAG_04921_5	21030	21009	22	-	cdsE	7	7	15	24	21	30	46	82	62	51	32	52
CNAG_04925_1	13151	13047	105	-	utr5E	777	976	1072	478	446	347	705	662	710	327	196	224
CNAG_04927_1	7549	7503	47	-	cdsE	0	0	0	3	4	6	0	0	0	0	0	0
CNAG_04927_2	7556	7556	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_04927_3	7569	7568	2	-	cdsE	0	0	0	0	0	0	0	0	0	2	2	2
CNAG_04927_4	8251	8212	40	-	utr5E	8	9	5	13	10	9	2	4	5	6	3	4
CNAG_07838_1	31420	31260	161	-	utr5E	203	159	160	142	141	147	82	87	72	253	181	186
CNAG_07842_1	64619	64582	38	-	utr5E	58	87	76	82	49	41	71	78	62	3	1	6
CNAG_07842_2	64816	64715	102	-	utr5E	13	13	9	2	1	3	17	13	10	0	0	0
CNAG_07847_1	333331	333331	1	-	utr3E	0	0	0	0	0	0	0	0	0	7	2	3
CNAG_07847_2	334514	334464	51	-	utr5E	2	4	3	0	0	0	0	0	0	0	0	0
CNAG_07847_3	334636	334610	27	-	utr5E	0	0	0	1	1	1	7	3	4	8	1	1
CNAG_07848_1	423719	423557	163	-	utr3E	58	59	44	1	1	1	27	33	26	11	8	5
CNAG_07848_2	426092	426040	53	-	utr5E	122	150	109	97	79	67	96	71	69	79	27	57
CNAG_07849_1	427839	427839	1	-	cdsE	0	0	0	3	1	1	0	0	0	0	0	0
CNAG_07849_2	427886	427884	3	-	cdsE	0	0	0	0	0	0	0	0	0	2	4	2
CNAG_07849_3	428325	428215	111	-	cdsE	0	0	0	6	6	3	0	0	0	20	13	13
CNAG_07851_1	432557	432488	70	-	utr5E	84	89	71	68	49	49	30	45	35	58	41	38
CNAG_07856_1	701001	700920	82	-	utr5E	83	106	86	66	51	67	144	156	128	136	92	104
CNAG_07861_1	986853	986839	15	-	utr3E	16	28	27	31	34	22	0	0	0	42	32	24
CNAG_07861_2	987582	987483	100	-	cdsE	4	5	4	5	5	6	2	3	2	0	0	0
CNAG_07861_3	987585	987585	1	-	cdsE	0	0	0	2	1	1	0	0	0	0	0	0
CNAG_07861_4	987629	987629	1	-	cdsE	0	0	0	0	0	0	1	2	1	0	0	0
CNAG_07861_5	987644	987644	1	-	cdsE	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_07863_1	1003379	1003314	66	-	cdsE	0	0	0	52	36	64	0	0	0	2	3	2
CNAG_07863_2	1004504	1004437	68	-	utr5E	184	270	143	223	218	201	122	128	113	151	102	161
CNAG_07865_1	1012354	1012345	10	-	utr3E	0	0	0	6	4	3	2	3	4	5	3	1
CNAG_07865_2	1012864	1012778	87	-	cdsE	0	0	0	0	0	0	0	0	0	27	21	19
CNAG_07865_3	1013525	1013525	1	-	cdsE	0	0	0	1	1	3	0	0	0	0	0	0
CNAG_07865_4	1014020	1014020	1	-	cdsE	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_07865_5	1014993	1014987	7	-	utr5E	0	0	0	0	0	0	10	11	11	11	12	10
CNAG_07865_6	1015090	1015051	40	-	utr5E	15	14	9	7	6	7	5	6	3	6	3	3
CNAG_07866_1	1021970	1021756	215	-	utr5E	865	1218	1298	980	911	700	1599	1585	1468	2248	1374	1681
CNAG_01461_1	11210	11150	61	-	cdsE	4	5	8	0	0	0	5	3	3	16	9	6
CNAG_01461_2	11970	11933	38	-	cdsE	0	0	0	0	0	0	0	0	0	3	2	3
CNAG_01461_3	12056	12056	1	-	cdsE	0	0	0	2	1	1	0	0	0	0	0	0
CNAG_01461_4	13292	13268	25	-	utr5E	12	15	15	1	5	1	19	11	11	8	3	10
CNAG_01463_1	18707	18656	52	-	cdsE	13	16	15	0	0	0	4	5	3	21	14	15
CNAG_01463_2	19290	19222	69	-	utr5E	23	52	44	16	13	14	18	19	20	22	26	29
CNAG_01464_1	22313	21911	403	-	cdsE	1095	1539	556	1066	688	724	1423	1532	1394	521	440	434
CNAG_01464_2	23246	22949	298	-	utr5E	5226	5476	2128	4118	2504	2714	5408	5201	3847	3588	2599	3654
CNAG_01465_1	24616	24616	1	-	utr3E	0	0	0	1	2	1	0	0	0	0	0	0
CNAG_01465_2	24854	24833	22	-	cdsE	0	0	0	0	0	0	2	3	2	4	2	2
CNAG_01465_3	24997	24997	1	-	cdsE	0	0	0	0	0	0	1	1	3	0	0	0
CNAG_01465_4	25061	25061	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	2	3
CNAG_01465_5	25595	25595	1	-	cdsE	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_01465_6	25932	25917	16	-	cdsE	14	27	16	1	3	2	0	0	0	0	0	0
CNAG_01465_7	25933	25933	1	-	cdsE	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_01465_8	26113	26113	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	2
CNAG_01465_9	26854	26852	3	-	utr5E	0	0	0	0	0	0	0	0	0	4	4	12
CNAG_01466_1	27500	27343	158	-	cdsE	92	146	104	57	39	50	70	83	80	195	145	119
CNAG_01466_2	27889	27817	73	-	cdsI	26	50	40	62	51	51	14	13	8	20	13	13
CNAG_01466_3	30193	30112	82	-	utr5E	112	95	46	82	89	74	51	64	50	37	21	26
CNAG_01468_1	33149	33148	2	-	cdsE	0	0	0	0	0	0	0	0	0	6	4	3
CNAG_01468_2	34258	34217	42	-	cdsE	0	0	0	0	0	0	0	0	0	2	3	2
CNAG_01468_3	34535	34535	1	-	cdsE	0	0	0	2	1	1	0	0	0	0	0	0
CNAG_01468_4	34643	34613	31	-	cdsE	0	0	0	0	0	0	0	0	0	7	6	5
CNAG_01468_5	34658	34655	4	-	cdsE	9	6	7	0	0	0	2	1	1	0	0	0
CNAG_01468_6	35741	35725	17	-	utr5E	27	33	39	4	3	2	8	10	19	8	6	3
CNAG_01470_1	41174	40978	197	-	utr5E	3250	3495	2739	1927	1856	1524	1800	1832	1423	870	502	704
CNAG_01472_1	47106	46983	124	-	utr5E	186	218	148	68	51	48	188	153	143	64	44	54
CNAG_01473_1	47996	47996	1	-	cdsE	0	0	0	0	0	0	1	2	3	0	0	0
CNAG_01473_2	48148	48148	1	-	cdsE	0	0	0	1	1	1	0	0	0	1	2	1
CNAG_01473_3	48175	48175	1	-	cdsE	0	0	0	0	0	0	8	2	7	0	0	0
CNAG_01474_1	51925	51925	1	-	cdsE	0	0	0	1	1	4	1	1	2	7	5	3
CNAG_01474_2	55478	55456	23	-	utr5E	4	2	4	0	0	0	7	3	4	0	0	0
CNAG_01475_1	58844	58598	247	-	cdsE	305	699	403	262	176	246	141	174	142	39	26	22
CNAG_01475_2	59187	59100	88	-	utr5E	334	381	322	322	248	266	167	132	130	58	47	58
CNAG_01477_1	65086	65056	31	-	cdsE	0	0	0	0	0	0	0	0	0	5	7	5
CNAG_01477_2	65675	65632	44	-	cdsE	0	0	0	16	14	16	1	1	1	0	0	0
CNAG_01477_3	67410	67171	240	-	utr5E	247	181	117	97	82	106	201	172	145	53	31	44
CNAG_01479_1	71941	71762	180	-	utr5E	514	762	789	503	449	497	391	378	335	533	223	435
CNAG_01480_1	74012	73747	266	-	utr5E	188618	202561	176209	191853	164353	149340	29896	26738	31646	30930	15744	20490
CNAG_01483_1	80592	80438	155	-	cdsE	51	79	87	35	45	34	43	35	30	55	28	40
CNAG_01483_2	83126	83066	61	-	utr5E	36	59	28	17	17	13	39	32	30	34	32	26
CNAG_01485_1	85195	85135	61	-	utr3E	0	0	0	2	2	1	0	0	0	20	12	13
CNAG_01485_2	86324	86323	2	-	cdsE	0	0	0	0	0	0	0	0	0	8	7	4
CNAG_01485_3	87425	87252	174	-	utr5E	231	216	131	165	129	129	93	90	89	36	16	32
CNAG_01491_1	98694	98448	247	-	cdsE	1	1	2	20	18	17	4	7	4	50	29	31
CNAG_01491_2	99528	99452	77	-	utr5E	232	310	267	275	232	241	225	245	245	232	113	139
CNAG_01493_1	103200	102852	349	-	cdsE	151	234	169	444	392	475	1037	1189	1192	917	617	705
CNAG_01493_2	103599	103269	331	-	utr5E	1213	1346	910	1819	1912	1392	5076	4764	3736	3939	2587	3050
CNAG_01497_1	115203	115195	9	-	cdsE	3	4	3	1	1	3	0	0	0	0	0	0
CNAG_01497_2	115278	115267	12	-	cdsE	4	4	4	2	3	1	3	3	2	1	2	1
CNAG_01497_3	115375	115375	1	-	utr5E	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_01497_4	115635	115587	49	-	utr5E	6	2	2	0	0	0	6	2	2	0	0	0
CNAG_01499_1	119052	119052	1	-	cdsE	0	0	0	4	3	2	0	0	0	0	0	0
CNAG_01499_2	121826	121782	45	-	utr5E	12	15	11	13	16	7	9	19	16	37	20	28
CNAG_01501_1	125707	125618	90	-	cdsE	17	32	32	4	2	5	8	13	9	3	2	3
CNAG_01501_2	125846	125760	87	-	cdsE	4	4	6	10	12	10	18	17	16	6	12	12
CNAG_01501_3	126170	126130	41	-	utr5E	100	64	40	85	83	31	78	48	38	144	87	146
CNAG_01504_1	131799	131739	61	-	cdsE	0	0	0	1	3	1	1	2	1	33	15	16
CNAG_01504_2	132121	132049	73	-	utr5E	80	146	101	62	28	40	73	87	79	92	46	65
CNAG_01506_1	135978	135867	112	-	cdsE	0	0	0	7	6	6	9	6	5	41	23	24
CNAG_01506_2	137092	137044	49	-	utr5E	6	3	2	14	8	14	11	5	14	0	0	0
CNAG_01506_3	137133	137128	6	-	utr5E	1	3	3	0	0	0	12	6	21	12	4	9
CNAG_01506_4	137133	137133	1	-	utr5E	1	3	3	0	0	0	0	0	0	0	0	0
CNAG_01508_1	139538	139532	7	-	cdsE	0	0	0	2	1	2	0	0	0	7	4	7
CNAG_01508_2	139662	139624	39	-	cdsE	1	1	2	0	0	0	3	3	3	13	7	5
CNAG_01508_3	139886	139865	22	-	cdsE	23	39	34	0	0	0	6	5	8	13	6	7
CNAG_01508_4	140178	140100	79	-	cdsE	0	0	0	1	1	2	0	0	0	9	9	11
CNAG_01508_5	140915	140863	53	-	cdsE	23	36	21	14	19	26	4	1	3	0	0	0
CNAG_01508_6	142360	142281	80	-	utr5E	62	64	39	20	26	14	32	30	24	10	8	7
CNAG_01510_1	145233	145039	195	-	cdsE	0	0	0	5	4	5	11	12	10	126	46	52
CNAG_01510_2	148547	148511	37	-	utr5E	194	188	136	156	144	104	147	136	137	55	25	55
CNAG_01514_1	159706	159702	5	-	cdsE	0	0	0	0	0	0	3	3	1	3	2	4
CNAG_01519_1	169371	169227	145	-	cdsE	0	0	0	0	0	0	0	0	0	16	12	10
CNAG_01519_2	170566	170512	55	-	utr5E	62	127	95	202	116	125	52	74	72	88	52	94
CNAG_01521_1	174747	174641	107	-	utr5E	110	151	80	86	57	83	65	72	69	45	32	33
CNAG_01523_1	177510	177294	217	-	cdsE	8	14	10	21	20	20	1	1	1	0	0	0
CNAG_01523_2	177911	177743	169	-	cdsE	53	57	47	33	30	30	7	9	11	2	3	2
CNAG_01523_3	178852	178726	127	-	utr5E	221	226	157	113	84	99	94	78	51	51	36	51
CNAG_01524_1	180467	180370	98	-	cdsE	10	10	9	11	14	13	112	125	122	243	134	188
CNAG_01524_2	180770	180733	38	-	utr5E	223	287	294	202	178	131	128	134	123	211	139	197
CNAG_01526_1	183623	183573	51	-	cdsE	0	0	0	12	8	11	19	15	11	41	14	21
CNAG_01526_2	185374	185317	58	-	cdsE	0	0	0	4	2	2	5	7	6	18	10	14
CNAG_01526_3	186202	186108	95	-	utr5E	619	402	204	414	343	268	230	140	111	93	59	68
CNAG_01528_1	191930	191793	138	-	utr5E	221	207	192	122	106	90	83	72	48	17	17	21
CNAG_01529_1	193960	193878	83	-	utr5E	100	126	79	30	22	27	37	73	42	19	26	24
CNAG_01531_1	200734	200682	53	-	cdsE	1	1	1	3	3	2	1	1	1	5	6	7
CNAG_01531_2	202509	202506	4	-	cdsE	10	7	5	0	0	0	0	0	0	18	13	9
CNAG_01531_3	202592	202579	14	-	cdsE	0	0	0	1	1	1	3	2	2	0	0	0
CNAG_01531_4	202751	202731	21	-	cdsE	0	0	0	2	10	8	1	1	1	0	0	0
CNAG_01531_5	202865	202800	66	-	cdsE	18	15	27	2	2	2	1	1	2	0	0	0
CNAG_01531_6	203601	203598	4	-	cdsE	3	8	8	0	0	0	0	0	0	0	0	0
CNAG_01531_7	204831	204828	4	-	utr5E	9	11	6	5	3	5	0	0	0	0	0	0
CNAG_01535_1	216322	216296	27	-	cdsE	27	55	34	1	1	1	19	31	18	1	2	1
CNAG_01535_2	218763	218702	62	-	utr5E	124	198	205	97	50	51	161	171	156	110	59	95
CNAG_01536_1	221150	220926	225	-	cdsE	60	56	39	22	25	33	17	13	16	44	48	33
CNAG_01536_2	224349	224349	1	-	cdsE	8	28	17	14	28	13	11	13	15	14	19	6
CNAG_01536_3	225446	225408	39	-	utr5E	57	42	31	9	12	9	31	23	24	0	0	0
CNAG_01538_1	229027	229027	1	-	utr3E	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_01539_1	234972	234928	45	-	utr3E	19	35	28	0	0	0	47	60	62	4	2	2
CNAG_01539_2	237206	237133	74	-	utr5E	370	460	392	60	47	57	522	400	349	100	73	68
CNAG_01540_1	239136	239045	92	-	cdsE	24	43	28	15	14	9	3	1	1	3	3	3
CNAG_01540_2	240177	240125	53	-	utr5E	111	134	99	124	88	75	65	54	79	97	37	64
CNAG_01542_1	242012	241939	74	-	cdsE	0	0	0	0	0	0	11	15	9	18	12	7
CNAG_01542_2	242272	242265	8	-	cdsE	0	0	0	0	0	0	14	8	9	0	0	0
CNAG_01542_3	243061	242941	121	-	cdsE	0	0	0	4	5	3	10	10	11	0	0	0
CNAG_01542_4	243298	243244	55	-	cdsE	2	2	3	1	1	1	42	36	24	0	0	0
CNAG_01542_5	243412	243402	11	-	cdsE	8	11	4	11	5	3	22	17	7	11	7	9
CNAG_01542_6	243558	243558	1	-	utr5E	1	1	3	2	1	1	0	0	0	0	0	0
CNAG_01544_1	247093	247020	74	-	cdsE	0	0	0	0	0	0	2	2	2	12	8	7
CNAG_01544_2	247581	247445	137	-	cdsE	1	1	1	6	4	6	6	5	5	37	24	27
CNAG_01544_3	249112	248964	149	-	utr5E	152	152	135	124	91	106	77	93	82	39	27	33
CNAG_01546_1	251567	251484	84	-	cdsE	3	3	7	3	2	2	0	0	0	21	9	14
CNAG_01546_2	251816	251816	1	-	cdsE	0	0	0	2	1	3	0	0	0	1	2	3
CNAG_01546_3	252420	252369	52	-	utr5E	13	24	17	6	16	11	26	24	17	98	46	50
CNAG_01548_1	256806	256774	33	-	utr5E	163	138	116	236	178	151	82	79	62	245	143	181
CNAG_01551_1	260771	260770	2	-	cdsE	0	0	0	0	0	0	6	6	4	3	2	9
CNAG_01551_2	261208	261196	13	-	cdsE	0	0	0	0	0	0	0	0	0	7	4	8
CNAG_01551_3	261427	261426	2	-	cdsE	8	8	1	0	0	0	5	2	3	5	6	6
CNAG_01551_4	262123	262123	1	-	cdsE	0	0	0	1	1	2	0	0	0	0	0	0
CNAG_01551_5	262159	262127	33	-	cdsE	14	6	6	0	0	0	3	5	3	0	0	0
CNAG_01551_6	262215	262212	4	-	cdsE	15	16	6	0	0	0	0	0	0	0	0	0
CNAG_01554_1	265905	265905	1	-	cdsE	0	0	0	0	0	0	5	1	1	0	0	0
CNAG_01554_2	266009	265941	69	-	cdsE	0	0	0	21	11	10	4	4	3	18	17	16
CNAG_01554_3	266010	266010	1	-	cdsE	1	1	2	0	0	0	0	0	0	0	0	0
CNAG_01554_4	266074	266068	7	-	cdsE	0	0	0	3	4	8	0	0	0	4	5	3
CNAG_01554_5	266196	266196	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_01554_6	266258	266258	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_01554_7	266261	266261	1	-	cdsE	0	0	0	0	0	0	1	1	2	0	0	0
CNAG_01554_8	266270	266270	1	-	cdsE	0	0	0	8	8	5	0	0	0	1	2	2
CNAG_01554_9	266543	266533	11	-	cdsE	3	3	2	0	0	0	0	0	0	0	0	0
CNAG_01554_10	266895	266892	4	-	cdsE	3	3	3	0	0	0	0	0	0	0	0	0
CNAG_01554_11	267308	267308	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_01554_12	267309	267309	1	-	cdsE	0	0	0	0	0	0	1	2	1	0	0	0
CNAG_01554_13	267363	267336	28	-	cdsE	0	0	0	1	1	1	0	0	0	4	3	4
CNAG_01556_1	269116	269110	7	-	cdsE	0	0	0	0	0	0	2	3	2	0	0	0
CNAG_01556_2	269634	269574	61	-	cdsE	0	0	0	8	9	6	4	2	4	8	10	6
CNAG_01556_3	269872	269820	53	-	cdsE	0	0	0	6	5	6	0	0	0	0	0	0
CNAG_01556_4	270572	270522	51	-	cdsE	0	0	0	3	3	4	0	0	0	6	3	8
CNAG_01556_5	271087	271051	37	-	cdsE	0	0	0	4	4	5	0	0	0	0	0	0
CNAG_01556_6	271195	271191	5	-	utr5E	11	13	9	12	13	7	6	6	11	6	2	2
CNAG_01556_7	271195	271195	1	-	utr5E	11	13	9	0	0	0	0	0	0	6	2	2
CNAG_01559_1	277897	277897	1	-	cdsE	0	0	0	6	12	6	0	0	0	2	3	1
CNAG_01559_2	279040	278970	71	-	utr5E	91	78	82	42	27	31	50	40	38	46	35	37
CNAG_01560_1	280440	280440	1	-	cdsE	0	0	0	0	0	0	0	0	0	2	4	2
CNAG_01563_1	294766	294704	63	-	utr5E	511	480	409	279	315	214	467	348	374	323	180	220
CNAG_01566_1	301513	301508	6	-	cdsE	0	0	0	4	2	4	0	0	0	0	0	0
CNAG_01566_2	301627	301627	1	-	cdsE	0	0	0	0	0	0	0	0	0	2	2	1
CNAG_01566_3	301926	301926	1	-	cdsE	0	0	0	1	1	2	0	0	0	1	1	1
CNAG_01566_4	304375	304366	10	-	utr5E	38	49	20	1	3	4	5	3	2	2	5	2
CNAG_01568_1	308013	307865	149	-	cdsE	44	71	73	35	29	38	11	13	12	0	0	0
CNAG_01568_2	308920	308853	68	-	utr5E	226	306	292	330	258	289	120	127	169	70	56	55
CNAG_01570_1	311430	311430	1	-	cdsE	0	0	0	0	0	0	1	1	4	0	0	0
CNAG_01570_2	313520	313520	1	-	utr5E	1	4	1	6	5	6	7	6	1	4	1	4
CNAG_01573_1	322962	322962	1	-	cdsE	0	0	0	2	1	1	0	0	0	3	1	3
CNAG_01573_2	324991	324936	56	-	utr5E	49	99	116	30	26	29	55	76	80	20	16	19
CNAG_01577_1	338802	338465	338	-	utr3E	557	1154	1122	656	720	763	939	1151	1178	225	226	129
CNAG_01577_2	340476	340348	129	-	utr5E	1580	2082	1882	1264	923	1116	1574	1288	1193	767	381	582
CNAG_01579_1	342839	342754	86	-	cdsE	2	3	2	0	0	0	7	9	7	9	6	8
CNAG_01579_2	342977	342918	60	-	cdsE	0	0	0	1	1	2	14	13	12	21	14	13
CNAG_01579_3	343168	343168	1	-	cdsE	0	0	0	2	3	3	2	1	2	2	3	3
CNAG_01579_4	343241	343240	2	-	cdsE	0	0	0	2	3	4	0	0	0	0	0	0
CNAG_01579_5	344198	344198	1	-	cdsE	0	0	0	3	1	1	0	0	0	0	0	0
CNAG_01579_6	344528	344526	3	-	cdsE	0	0	0	2	4	4	0	0	0	0	0	0
CNAG_01579_7	344548	344548	1	-	cdsE	1	3	1	0	0	0	0	0	0	0	0	0
CNAG_01579_8	345623	345623	1	-	cdsE	2	6	2	0	0	0	0	0	0	0	0	0
CNAG_01579_9	347256	347256	1	-	cdsE	2	3	1	0	0	0	0	0	0	0	0	0
CNAG_01583_1	356915	356554	362	-	utr5E	3020	2749	2089	1656	1951	1268	1292	866	870	2841	1479	1657
CNAG_01584_1	357462	357425	38	-	cdsE	0	0	0	0	0	0	0	0	0	10	7	8
CNAG_01584_2	357529	357529	1	-	cdsE	0	0	0	3	1	3	0	0	0	0	0	0
CNAG_01584_3	358381	358379	3	-	cdsE	0	0	0	0	0	0	0	0	0	2	4	5
CNAG_01584_4	358483	358431	53	-	utr5E	1	3	3	12	20	7	1	1	1	8	1	3
CNAG_01586_1	361114	361065	50	-	utr5E	3251	3835	3380	3389	2637	2657	1156	1126	1137	663	359	615
CNAG_01591_1	370019	370017	3	-	cdsE	0	0	0	0	0	0	2	2	2	0	0	0
CNAG_01591_2	370163	370021	143	-	cdsE	9	12	7	4	3	4	5	6	6	16	10	15
CNAG_01591_3	370617	370617	1	-	cdsE	0	0	0	6	5	4	0	0	0	0	0	0
CNAG_01591_4	371452	371437	16	-	utr5E	4	7	4	4	3	4	2	5	3	0	0	0
CNAG_01593_1	374492	374429	64	-	utr5E	343	491	405	381	243	213	379	409	394	381	164	273
CNAG_01595_1	379407	379249	159	-	cdsE	0	0	0	1	1	1	0	0	0	57	39	40
CNAG_01595_2	379419	379408	12	-	cdsE	0	0	0	3	3	2	0	0	0	0	0	0
CNAG_01595_3	380148	380085	64	-	cdsE	1	1	1	0	0	0	0	0	0	42	21	28
CNAG_01595_4	381286	381236	51	-	utr5E	66	59	53	23	14	13	40	46	30	35	26	26
CNAG_01597_1	383730	383730	1	-	cdsE	1	1	3	0	0	0	0	0	0	1	2	3
CNAG_01597_2	383830	383824	7	-	utr5E	34	57	49	54	36	44	38	33	42	15	7	10
CNAG_01599_1	386264	386240	25	-	utr5E	87	102	97	149	114	86	34	18	28	29	6	9
CNAG_01601_1	388273	388273	1	-	cdsE	0	0	0	0	0	0	1	1	3	0	0	0
CNAG_01601_2	388303	388303	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_01601_3	388370	388370	1	-	cdsE	0	0	0	0	0	0	1	2	1	3	1	1
CNAG_01601_4	388671	388671	1	-	cdsE	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_01601_5	390026	390019	8	-	utr5E	7	7	6	2	2	4	3	6	5	1	3	2
CNAG_01602_1	390524	390501	24	-	cdsE	10	17	11	3	2	1	2	3	1	20	23	13
CNAG_01602_2	393185	393007	179	-	utr5E	78	90	69	86	88	69	30	39	34	111	97	118
CNAG_01603_1	393873	393684	190	-	cdsE	18	72	60	12	32	17	60	60	61	65	68	52
CNAG_01603_2	395028	394745	284	-	utr5E	1047	647	564	711	852	449	1210	852	591	379	311	294
CNAG_01604_1	397583	397426	158	-	cdsE	24	40	26	34	26	22	11	11	15	58	50	51
CNAG_01604_2	398423	398280	144	-	utr5E	283	341	251	275	261	213	123	139	120	110	75	95
CNAG_01607_1	402032	401965	68	-	utr5E	69	86	73	70	54	44	35	31	31	24	15	20
CNAG_01610_1	408729	408601	129	-	cdsE	0	0	0	11	5	3	12	13	14	76	36	35
CNAG_01610_2	409611	409565	47	-	cdsE	24	20	16	14	18	11	4	3	2	23	14	13
CNAG_01610_3	409779	409726	54	-	cdsE	0	0	0	10	11	5	0	0	0	0	0	0
CNAG_01610_4	412626	412545	82	-	utr5E	26	43	19	30	25	35	19	10	11	16	15	14
CNAG_01613_1	421115	421115	1	-	cdsE	2	2	2	3	3	1	2	4	4	2	4	1
CNAG_01613_2	424510	424510	1	-	cdsE	0	0	0	4	4	4	0	0	0	0	0	0
CNAG_01613_3	425372	425372	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_01613_4	425639	425638	2	-	cdsE	1	1	2	0	0	0	4	2	2	0	0	0
CNAG_01613_5	427937	427881	57	-	cdsE	5	4	6	5	5	6	7	6	6	0	0	0
CNAG_01616_1	432603	432603	1	-	cdsE	0	0	0	5	9	10	0	0	0	2	2	1
CNAG_01616_2	432823	432786	38	-	cdsE	0	0	0	0	0	0	2	2	2	0	0	0
CNAG_01616_3	432904	432883	22	-	cdsE	0	0	0	3	2	2	0	0	0	0	0	0
CNAG_01616_4	433123	433123	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	2	2
CNAG_01616_5	435039	435039	1	-	cdsE	0	0	0	1	1	4	0	0	0	0	0	0
CNAG_01616_6	435827	435768	60	-	cdsE	10	10	12	0	0	0	4	3	4	5	9	4
CNAG_01616_7	436407	436359	49	-	utr5E	10	8	10	6	6	6	1	1	3	3	3	1
CNAG_01620_1	445830	445737	94	-	utr5E	382	466	414	114	145	110	149	164	168	67	43	61
CNAG_01622_1	449241	449241	1	-	cdsE	3	3	4	0	0	0	2	1	1	0	0	0
CNAG_01622_2	449898	449898	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_01622_3	450073	450036	38	-	cdsE	1	1	2	17	36	13	0	0	0	6	13	8
CNAG_01624_1	452563	452563	1	-	cdsE	0	0	0	1	2	1	0	0	0	0	0	0
CNAG_01624_2	452836	452836	1	-	cdsE	0	0	0	1	1	2	0	0	0	0	0	0
CNAG_01624_3	452994	452994	1	-	cdsE	0	0	0	2	3	2	0	0	0	0	0	0
CNAG_01624_4	453540	453514	27	-	utr5E	2	2	2	9	5	6	0	0	0	1	2	1
CNAG_01624_5	453540	453540	1	-	utr5E	2	2	2	0	0	0	0	0	0	1	2	1
CNAG_01626_1	455916	455916	1	-	cdsE	11	36	32	5	19	9	3	9	10	10	10	2
CNAG_01626_2	456280	456235	46	-	cdsE	25	28	24	3	2	3	0	0	0	0	0	0
